Time,Country,Interest Rate,Output,Country Type,Output Trend,Output Growth,Change In Interest Rate,Output Growth Rate,Log Output,Output Cycle
1991-10-01,Canada,7.72,753200.0,Developed,751685.5,-0.5283933856400136,-4.45,0.003689879549219049,13.532086075765134,-1.6026113079893989
1992-01-01,Canada,7.24,752103.0,Developed,753326.25,0.847566715206316,-2.99,-0.0014564524694636218,13.530628561637812,-2.0422303773647954
1992-04-01,Canada,6.26,754253.0,Developed,755002.0,0.8679220555176004,-2.8200000000000003,0.002858651009236767,13.533483134474452,-2.081778921377442
1992-07-01,Canada,6.1,757067.0,Developed,757535.25,0.8842918269634348,-2.5199999999999996,0.0037308436293922594,13.53720703576857,-2.0700328615554042
1992-10-01,Canada,7.35,759970.0,Developed,761264.125,0.898831651619747,-0.3700000000000001,0.0038345351204054595,13.541034237799197,-2.086793929050046
1993-01-01,Canada,6.04,765599.0,Developed,765602.125,1.7944350707283396,-1.2000000000000002,0.007406871323868048,13.54841381295493,-1.7890600735157136
1993-04-01,Canada,5.08,770588.0,Developed,770713.125,2.1657189298551094,-1.1799999999999997,0.006516466191831494,13.554909138771606,-1.621094483676444
1993-07-01,Canada,4.56,775436.0,Developed,777110.75,2.426337431165271,-1.54,0.006291299630931185,13.561180730791481,-1.5163283850677445
1993-10-01,Canada,4.22,782489.0,Developed,785140.5,2.9631432819716474,-3.13,0.009095528193171325,13.57023514378965,-1.1725758958887056
1994-01-01,Canada,4.46,794261.0,Developed,794847.0,3.7437352974599047,-1.58,0.015044300942249667,13.585167401579453,-0.27785652527416715
1994-04-01,Canada,6.3,806164.0,Developed,805400.75,4.616734234117326,1.2199999999999998,0.014986257665930973,13.60004247473616,0.5775377537698745
1994-07-01,Canada,5.64,817512.0,Developed,815471.375,5.426108666608198,1.08,0.014076540257317369,13.614020860544894,1.313041299550477
1994-10-01,Canada,6.24,824843.0,Developed,823533.5,5.412727846653431,2.0200000000000005,0.008967452465529558,13.622948344176596,1.5162562978606076
1995-01-01,Canada,8.4,832472.0,Developed,828707.125,4.810887101343253,3.9400000000000004,0.00924903284625074,13.632154866637478,1.7223798672070245
1995-04-01,Canada,7.46,832450.0,Developed,832025.5,3.2606268699669094,1.1600000000000001,-2.6427315273066242e-05,13.632128438972998,0.9814684698355336
1995-07-01,Canada,6.61,832615.0,Developed,834068.375,1.8474346553934318,0.9700000000000006,0.0001982101027088714,13.63232662943468,0.23945780118062032
1995-10-01,Canada,6.4,836287.0,Developed,835713.875,1.387415544533921,0.16000000000000014,0.004410201593773833,13.63672713458779,-0.10631702974173152
